Geo_Code,FED_Name,TotIncome2010Pop15YearsAndOver,Under5000,5000To9999,10000To14999,15000To19999,20000To29999,30000To39999,40000To49999,50000To59999,60000To79999,80000To99999,100000To124999,125000AndOver,MaleTotIncome2010Pop15YearsAndOver,MaleUnder5000,Male5000To9999,Male10000To14999,Male15000To19999,Male20000To29999,Male30000To39999,Male40000To49999,Male50000To59999,Male60000To79999 ,Male80000To99999,Male100000To124999,Male125000AndOver,FemaleTotIncome2010Pop15YearsAndOver,FemaleUnder5000,Female5000To9999,Female10000To14999,Female15000To19999,Female20000To29999,Female30000To39999,Female40000To49999,Female50000To59999,Female60000To79999,Female80000To99999,Female100000To124999,Female125000AndOver
59025,Richmond Centre,80460,13675,5770,8340,6830,8945,7515,6650,4630,5950,2900,1760,1945,37750,6530,2140,3370,2745,3840,3530,3060,2425,3475,1820,1120,1520,42710,7145,3630,4975,4090,5110,3985,3590,2205,2470,1080,650,420
59026,Esquimalt--Saanich--Sooke,94580,7950,5690,7750,7675,11755,11645,11340,8140,10555,4775,1920,1555,45820,3820,1995,2925,3010,4840,5240,5415,4260,6780,3165,1440,1140,48760,4135,3690,4825,4670,6915,6410,5925,3875,3770,1610,470,415
59027,Saanich--Gulf Islands,89170,7965,5195,7180,7600,11595,10185,9060,7050,9750,4900,2600,2925,42500,3510,1940,2870,2850,4435,4685,4110,3995,5735,2855,1765,2230,46665,4450,3255,4310,4750,7160,5505,4955,3050,4020,2045,840,695
59028,Skeena--Bulkley Valley,71950,8515,5550,6305,6785,9775,7560,5800,4385,6610,3500,1745,1225,36640,4470,2145,2575,2895,4235,3325,3020,2570,4655,2515,1400,1015,35310,4045,3405,3735,3895,5540,4235,2780,1810,1955,980,350,210
59029,South Okanagan--West Kootenay,94270,8560,6470,9295,11190,14895,11395,8435,5995,7095,3710,1545,1615,45815,4000,2100,3830,4505,6490,5290,4525,3550,4910,2615,1180,1365,48450,4555,4365,5465,6695,8405,6100,3910,2445,2190,1100,360,250
59030,South Surrey--White Rock,78710,7280,4730,5735,6540,9445,7755,6960,5690,8445,4740,3090,4820,37060,3190,1610,2180,2355,3465,3270,3095,2900,4730,2900,2050,3790,41650,4090,3125,3555,4190,5985,4485,3865,2790,3715,1840,1040,1030
59031,Steveston--Richmond East,81585,12405,5920,7735,7150,9720,8510,6800,5100,6635,3025,1635,1510,39125,6070,2220,3280,2770,4320,3845,3275,2765,4045,1930,1175,1115,42455,6335,3700,4455,4385,5400,4665,3525,2335,2580,1090,460,395
59032,Surrey Centre,89350,11825,6935,10260,9440,12745,10250,8195,5065,5370,1755,795,460,44990,5980,2530,4330,4060,6215,5070,4465,3315,3975,1295,700,375,44365,5850,4400,5930,5380,6530,5170,3730,1745,1390,460,95,80
59033,Surrey--Newton,82435,10060,6160,9155,8135,12145,9635,7460,4965,4885,2000,795,610,40445,5035,2125,3785,3290,5745,4830,3925,3165,3295,1375,590,510,41985,5020,4030,5370,4840,6400,4800,3530,1800,1590,620,205,95
59034,Vancouver Centre,95170,12155,4840,7045,7320,9790,9015,9385,7610,10595,5755,3935,4515,49130,6150,2110,3400,3440,4625,4545,4445,4005,5955,3310,2645,3225,46040,6005,2725,3645,3885,5170,4470,4940,3600,4640,2445,1290,1290
59035,Vancouver East,91965,9660,5790,11705,11165,12185,9345,8865,5240,7175,3575,1900,1675,45710,4775,2515,5235,4940,6370,4625,4500,2890,3790,2030,1250,1270,46260,4885,3275,6465,6230,5815,4715,4365,2350,3390,1545,650,410
59036,Vancouver Granville,86765,11070,4965,6905,6605,9095,8355,7670,6165,8375,5025,3285,5070,39875,5325,1925,3010,2315,3860,3580,3280,2975,3905,2745,1820,3490,46885,5750,3040,3900,4285,5230,4775,4385,3190,4470,2280,1475,1580
59037,North Island--Powell River,86075,8060,6180,7960,8615,12010,10675,8010,5865,7490,4135,1640,1535,42625,3630,2040,3005,3210,4650,5090,4645,3645,5225,3265,1350,1280,43445,4425,4140,4955,5410,7360,5585,3365,2215,2270,875,285,260
59038,Vancouver Kingsway,86645,11980,5680,10130,9550,11805,9335,8215,4890,5495,2740,1150,995,41875,6130,2050,4515,3720,5420,4580,4040,2850,3270,1630,880,655,44770,5850,3625,5610,5825,6385,4755,4175,2035,2230,1105,280,340
59039,Vancouver Quadra,85915,11845,5845,6145,6125,7905,6930,6365,5190,8050,5245,3705,8070,40180,5395,2195,2655,2195,3265,2980,2575,2385,3990,2795,2020,5705,45740,6450,3655,3485,3930,4640,3950,3790,2805,4065,2445,1685,2365
59040,Vancouver South,83835,11790,6200,9480,8990,11105,9020,6720,4780,5440,2695,1160,1085,39900,5875,2255,4345,3360,4955,4400,3315,2560,3005,1750,785,825,43935,5915,3945,5135,5630,6150,4615,3400,2215,2440,945,380,260
59041,Victoria,94480,7855,5875,8750,8845,13060,11515,9790,7305,9315,4455,2480,2865,44430,3505,2380,3870,3325,5405,5180,4650,3740,5035,2605,1620,2030,50050,4350,3495,4880,5520,7655,6335,5145,3560,4280,1850,860,840
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,93925,9440,5480,7510,7710,11745,10455,8280,6080,8680,4675,3185,6260,45760,4600,2010,2645,3000,5000,4495,3930,3205,5205,2950,2130,4565,48160,4840,3470,4865,4710,6745,5960,4350,2870,3475,1720,1055,1695
60001,Yukon,27495,1955,1520,1610,1915,3150,3005,2575,2420,4175,2275,1130,735,13755,1015,630,800,935,1630,1165,1240,1120,2120,1330,725,530,13735,940,895,810,980,1525,1840,1335,1305,2055,950,405,200
61001,Northwest Territories,31750,2835,2030,2105,1900,2955,2395,2065,1970,3705,3525,2875,1910,16080,1380,875,965,820,1335,1170,1030,1020,1700,1885,1695,1425,15675,1455,1150,1140,1075,1620,1225,1035,955,2010,1640,1180,485
62001,Nunavut,21250,2915,2290,1715,1490,2380,1550,1095,765,1480,1580,1475,1090,10910,1670,1090,665,665,1165,810,610,455,840,750,750,685,10345,1245,1205,1055,825,1210,735,480,310,640,835,725,410
